doc_id,chunk_id,sentence_text,a_raw_text,a_class,d_surface,d_class,i_phrase_text,c_texts,b_text,o_local_present,o_local_text,statement_type_candidate,iad_rule_type_primary,iad_rule_type_hits,iad_rule_type_n_hits,iad_boundary,iad_position,iad_choice,iad_information,iad_scope,iad_aggregation,iad_payoff,is_education_relevant,is_education_in_title,manual_primary_rule_type,manual_secondary_rule_types,manual_is_unclear,manual_notes,manual_confidence,manual_reviewer
03807803a9187364,7867,"’’; and 18 (2) in subsection (c)— 19 (A) by amending paragraph (1) to read as 20 follows: 21 ‘‘(1) IN GENERAL .—In a capital case, if the ac-22 cused is convicted of an offense for which the court- 23 martial may sentence the accused to death— 24 ‘‘(A) the members shall determine— 25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00384",the court- 23 martial,explicit,may,permission,sentence the accused to death,for which,,True,"’’; and 18 (2) in subsection (c)— 19 (A) by amending paragraph (1) to read as 20 follows: 21 ‘‘(1) IN GENERAL .—In a capital case, if the ac-22 cused is convicted of an offense for which the court- 23 martial may sentence the accused to death— 24 ‘‘(A) the members shall determine— 25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00384",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7868,"Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 385 ‘‘(i) whether the sentence for that of-1 fense shall be death or life in prison with-2 out eligibility for parole; or 3 ‘‘(ii) whether the matter shall be re-4 turned to the military judge for determina-5 tion of a lesser punishment; and 6 ‘‘(B) the military judge shall sentence the 7 accused for that offense in accordance with the 8 determination of the members under subpara-9 graph (A).",the sentence for that of-1 fense,explicit,shall,obligation,be|sentence the 7 accused for that offense in accordance with the 8 determination of the members under subpara-9 graph ( A,in accordance with the 8 determination of the members under subpara-9 graph (A).,,True,"Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 385 ‘‘(i) whether the sentence for that of-1 fense shall be death or life in prison with-2 out eligibility for parole; or 3 ‘‘(ii) whether the matter shall be re-4 turned to the military judge for determina-5 tion of a lesser punishment; and 6 ‘‘(B) the military judge shall sentence the 7 accused for that offense in accordance with the 8 determination of the members under subpara-9 graph (A).",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7872,"Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 386 ‘‘(1) in the case of an offense with a sentencing 1 parameter set forth in regulations prescribed by the 2 President pursuant to section 539E(e) of the Na-3 tional Defense Authorization Act for Fiscal Year 4 2022, the military judge may reject a plea agree-5 ment that proposes a sentence that is outside the 6 sentencing parameter if the military judge deter-7 mines that the proposed sentence is plainly unrea-8 sonable; and 9 ‘‘(2) in the case of an offense for which the 10 President has not established a sentencing param-11 eter pursuant to section 539E(e) of the National 12 Defense Authorization Act for Fiscal Year 2022, the 13 military judge may reject a plea agreement that pro-14 poses a sentence if the military judge determines 15 that the proposed sentence is plainly unreasonable.",the military judge,explicit,may,permission,reject a plea agree-5 ment that proposes a sentence that is outside the 6 sentencing parameter if the military judge deter-7 mines that the proposed sentence is plainly unrea-8 sonable,"if the military judge deter-7 mines|if the military judge determines 15 that the proposed sentence is plainly unreasonable|pursuant to section 539E(e) of the Na-3 tional Defense Authorization Act for Fiscal Year 4 2022, the military judge may reject a plea agree-5 ment that proposes a sentence that is outside the 6 sentencing parameter if the military judge deter-7 mines that the proposed sentence is plainly unrea-8 sonable; and 9 ‘‘(2) in the case of an offense for which the 10 President has not established a sentencing param-11 eter pursuant to section 539E(e) of the National 12 Defense Authorization Act for Fiscal Year 2022, the 13 military judge may reject a plea agreement that pro-14 poses a sentence if the military judge determines 15 that the proposed sentence is plainly unreasonable.",,True,"Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 386 ‘‘(1) in the case of an offense with a sentencing 1 parameter set forth in regulations prescribed by the 2 President pursuant to section 539E(e) of the Na-3 tional Defense Authorization Act for Fiscal Year 4 2022, the military judge may reject a plea agree-5 ment that proposes a sentence that is outside the 6 sentencing parameter if the military judge deter-7 mines that the proposed sentence is plainly unrea-8 sonable; and 9 ‘‘(2) in the case of an offense for which the 10 President has not established a sentencing param-11 eter pursuant to section 539E(e) of the National 12 Defense Authorization Act for Fiscal Year 2022, the 13 military judge may reject a plea agreement that pro-14 poses a sentence if the military judge determines 15 that the proposed sentence is plainly unreasonable.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7877,"22 Fiscal Year 2022, the military judge shall sen-23 tence the accused for that offense within the 24 applicable parameter.",the military judge,explicit,shall,obligation,sen-23 tence,,,True,"22 Fiscal Year 2022, the military judge shall sen-23 tence the accused for that offense within the 24 applicable parameter.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7881,"8 ‘‘(3) U SE OF SENTENCING CRITERIA IN GEN -9 ERAL AND SPECIAL COURTS -MARTIAL.—In a general 10 or special court-martial in which the accused is con-11 victed of an offense for which the President has es-12 tablished sentencing criteria pursuant to section 13 539E(e) of the National Defense Authorization Act 14 for Fiscal Year 2022, the military judge shall con-15 sider the applicable sentencing criteria in deter-16 mining the sentence for that offense.",the military judge,explicit,shall,obligation,sider the applicable sentencing criteria in deter-16 mining the sentence for that offense,"pursuant to section 13 539E(e) of the National Defense Authorization Act 14 for Fiscal Year 2022, the military judge shall con-15 sider the applicable sentencing criteria in deter-16 mining the sentence for that offense.",,True,"8 ‘‘(3) U SE OF SENTENCING CRITERIA IN GEN -9 ERAL AND SPECIAL COURTS -MARTIAL.—In a general 10 or special court-martial in which the accused is con-11 victed of an offense for which the President has es-12 tablished sentencing criteria pursuant to section 13 539E(e) of the National Defense Authorization Act 14 for Fiscal Year 2022, the military judge shall con-15 sider the applicable sentencing criteria in deter-16 mining the sentence for that offense.",rule_candidate,boundary,boundary|choice,2,1,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7884,"ing the sentence under section 853 of this title (arti-20 cle 53) in a general or special court-martial, the 21 military judge shall, with respect to each offense of 22 which the accused is found guilty, specify the term 23 of confinement, if any, and the amount of the fine, 24 if any.",the 21 military judge,explicit,shall,obligation,specify the term 23 of confinement,if any|with respect to each offense of 22 which the accused is found guilty,,True,"ing the sentence under section 853 of this title (arti-20 cle 53) in a general or special court-martial, the 21 military judge shall, with respect to each offense of 22 which the accused is found guilty, specify the term 23 of confinement, if any, and the amount of the fine, 24 if any.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,0,0,,,,,,
03807803a9187364,7885,"If the accused is sentenced to confinement 25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00388 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 389 for more than one offense, the military judge shall 1 specify whether the terms of confinement are to run 2 consecutively or concurrently.",the military judge,explicit,shall,obligation,specify,"If the accused is sentenced to confinement 25 VerDate Nov 24 2008 10:22 Dec 07 , 2021 Jkt 000000 PO 00000 Frm 00388 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7 , 2021 ( 10:22 a.m. ) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml ( 827574|9 ) 389 for more than one offense",,True,"If the accused is sentenced to confinement 25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00388 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 389 for more than one offense, the military judge shall 1 specify whether the terms of confinement are to run 2 consecutively or concurrently.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7886,— 4 Sentencing parameters and sentencing criteria shall 5 not apply to a determination of whether an offense 6 should be punished by death.,5,explicit,shall,prohibition,apply,,,True,— 4 Sentencing parameters and sentencing criteria shall 5 not apply to a determination of whether an offense 6 should be punished by death.,rule_candidate,boundary,boundary|choice,2,1,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7887,"7 ‘‘(6) S ENTENCE OF CONFINEMENT FOR LIFE 8 WITHOUT ELIGIBILITY FOR PAROLE .— 9 ‘‘(A) I N GENERAL .—If an offense is sub-10 ject to a sentence of confinement for life, a 11 court-martial may impose a sentence of confine-12 ment for life without eligibility for",a 11 court - martial,explicit,may,permission,impose a sentence of confine-12 ment for life,without eligibility|for,,True,"7 ‘‘(6) S ENTENCE OF CONFINEMENT FOR LIFE 8 WITHOUT ELIGIBILITY FOR PAROLE .— 9 ‘‘(A) I N GENERAL .—If an offense is sub-10 ject to a sentence of confinement for life, a 11 court-martial may impose a sentence of confine-12 ment for life without eligibility for",rule_candidate,boundary,boundary|choice,2,1,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7894,"56(d)), the Court of Criminal 14 Appeals may consider— 15 ‘‘(A) whether the sentence violates the law; 16 ‘‘(B) whether the sentence is inappropri-17 ately severe— 18 ‘‘(i) if the sentence is for an offense 19 for which the President has not established 20 a sentencing parameter pursuant to section 21 539E(e) of the National Defense Author-22 ization Act for Fiscal Year 2022; or 23 ‘‘(ii) in the case of an offense for 24 which the President has established a sen-25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00391",the Court of Criminal 14 Appeals,explicit,may,permission,consider 15 ‘ ‘ ( A ),"if the sentence is for an offense 19 for which the President has not established 20 a sentencing parameter pursuant to section 21 539E(e ) of the National Defense Author-22 ization Act for Fiscal Year 2022|pursuant to section 21 539E(e) of the National Defense Author-22 ization Act for Fiscal Year 2022; or 23 ‘‘(ii) in the case of an offense for 24 which the President has established a sen-25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00391",,True,"56(d)), the Court of Criminal 14 Appeals may consider— 15 ‘‘(A) whether the sentence violates the law; 16 ‘‘(B) whether the sentence is inappropri-17 ately severe— 18 ‘‘(i) if the sentence is for an offense 19 for which the President has not established 20 a sentencing parameter pursuant to section 21 539E(e) of the National Defense Author-22 ization Act for Fiscal Year 2022; or 23 ‘‘(ii) in the case of an offense for 24 which the President has established a sen-25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00391",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7903,"20 (2) S ENTENCING PARAMETERS .—Sentencing 21 parameters established under paragraph (1) shall— 22 (A) identify a delineated sentencing range 23 for an offense that is appropriate for a typical 24 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00393",,implicit,shall,obligation,A,,,True,"20 (2) S ENTENCING PARAMETERS .—Sentencing 21 parameters established under paragraph (1) shall— 22 (A) identify a delineated sentencing range 23 for an offense that is appropriate for a typical 24 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00393",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7906,"24 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00394 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 395 (3) S ENTENCING CRITERIA .—Sentencing cri-1 teria established under paragraph (1) shall identify 2 offense-specific factors the military judge should 3 consider and any collateral effects of available pun-4 ishments that may aid the military judge in deter-5 mining an appropriate sentence when there is no ap-6 plicable sentencing parameter for a specific offense.",cri-1 teria established under paragraph ( 1 ),explicit,shall,obligation,identify 2 offense - specific factors the military judge should 3 consider and any collateral effects of available pun-4 ishments that may aid the military judge in deter-5 mining an appropriate sentence when there is no ap-6 plicable sentencing parameter for a specific offense,,,True,"24 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00394 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 395 (3) S ENTENCING CRITERIA .—Sentencing cri-1 teria established under paragraph (1) shall identify 2 offense-specific factors the military judge should 3 consider and any collateral effects of available pun-4 ishments that may aid the military judge in deter-5 mining an appropriate sentence when there is no ap-6 plicable sentencing parameter for a specific offense.",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,0,0,,,,,,
03807803a9187364,7927,The 7 Board shall identify an offense as unsuit-8 able for sentencing parameters if— 9 (I) the nature of the offense is 10 indeterminate and unsuitable for cat-11 egorization; and 12 (II) there is no similar criminal 13 offense under the laws of the United 14 States or the laws of the District of 15 Columbia.,The 7 Board,explicit,shall,obligation,identify an offense|is,,,True,The 7 Board shall identify an offense as unsuit-8 able for sentencing parameters if— 9 (I) the nature of the offense is 10 indeterminate and unsuitable for cat-11 egorization; and 12 (II) there is no similar criminal 13 offense under the laws of the United 14 States or the laws of the District of 15 Columbia.,rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,0,0,,,,,,
03807803a9187364,8221,"6 Each Secretary of a military department shall— 7 (1) ensure that military defense counsel have 8 timely and reliable access to and funding for defense 9 investigators, expert witnesses, trial support, pre- 10 trial and post-trial support, paralegal support, coun-11 sel travel, and other necessary resources; 12 (2) ensure that military defense counsel detailed 13 to represent a member of the Armed Forces accused 14 of a covered offense (as defined in section 801(17) 15 of title 10, United States Code (article 1(17) of the 16 Uniform Code of Military Justice), as added by sec-17 tion 533 of this Act) are well-trained and experi-18 enced, highly skilled, and competent in the defense 19 of cases involving covered offenses; and 20 (3) take or direct such other actions regarding 21 military defense counsel as may be warranted in the 22 interest of the fair administration of justice.",7 ( 1 ),explicit,shall,obligation,ensure,,,True,"6 Each Secretary of a military department shall— 7 (1) ensure that military defense counsel have 8 timely and reliable access to and funding for defense 9 investigators, expert witnesses, trial support, pre- 10 trial and post-trial support, paralegal support, coun-11 sel travel, and other necessary resources; 12 (2) ensure that military defense counsel detailed 13 to represent a member of the Armed Forces accused 14 of a covered offense (as defined in section 801(17) 15 of title 10, United States Code (article 1(17) of the 16 Uniform Code of Military Justice), as added by sec-17 tion 533 of this Act) are well-trained and experi-18 enced, highly skilled, and competent in the defense 19 of cases involving covered offenses; and 20 (3) take or direct such other actions regarding 21 military defense counsel as may be warranted in the 22 interest of the fair administration of justice.",rule_candidate,payoff,choice|payoff|position,3,0,1,1,0,0,0,1,0,0,,,,,,
03807803a9187364,9410,"Except as 17 provided in paragraph (2), the provisions of section 1128A 18 of the Social Security Act (42 U.S.C. 1320a–7a) shall 19 apply with respect to any civil monetary penalty imposed 20 in carrying out the program authorized under subsection 21 (a).",the provisions of section 1128A 18 of the Social Security Act ( 42 U.S.C. 1320a–7a ),explicit,shall,obligation,apply,"Except as 17 provided in paragraph (2), the provisions of section 1128A 18 of the Social Security Act (42 U.S.C. 1320a–7a) shall 19 apply with respect to any civil monetary penalty imposed 20 in carrying out the program authorized under subsection 21 (a).|with respect to any civil monetary penalty imposed 20 in carrying out the program authorized under subsection 21 ( a",,True,"Except as 17 provided in paragraph (2), the provisions of section 1128A 18 of the Social Security Act (42 U.S.C. 1320a–7a) shall 19 apply with respect to any civil monetary penalty imposed 20 in carrying out the program authorized under subsection 21 (a).",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,0,0,,,,,,
03807803a9187364,9413,"G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 606 ‘‘(A) shall be credited to appropriations avail-1 able as of the time of the collection for expenses of 2 the health care program of the Department of De-3 fense affected by the fraud and abuse for which such 4 penalty was imposed; and 5 ‘‘(B) may be used to support the administration 6 of the program authorized under subsection (a), in-7 cluding to support any interagency agreements en-8 tered into under subsection (d).",G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml ( 827574|9 ),explicit,shall,obligation,credited|used|cluding,,,True,"G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 606 ‘‘(A) shall be credited to appropriations avail-1 able as of the time of the collection for expenses of 2 the health care program of the Department of De-3 fense affected by the fraud and abuse for which such 4 penalty was imposed; and 5 ‘‘(B) may be used to support the administration 6 of the program authorized under subsection (a), in-7 cluding to support any interagency agreements en-8 tered into under subsection (d).",rule_candidate,payoff,choice|payoff|position,3,0,1,1,0,0,0,1,0,0,,,,,,
03807803a9187364,10425,"11 (f) TECHNICAL DEBT DEFINED.—In this section, the 12 term ‘‘technical debt’’ means an element of design or im-13 plementation that is expedient in the short term, but that 14 would result in a technical context that can make a future 15 change costlier or impossible.",that,explicit,can,permission,make a future 15 change costlier or impossible,,,True,"11 (f) TECHNICAL DEBT DEFINED.—In this section, the 12 term ‘‘technical debt’’ means an element of design or im-13 plementation that is expedient in the short term, but that 14 would result in a technical context that can make a future 15 change costlier or impossible.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
03807803a9187364,11526,10 ‘‘(2) The term ‘covered event’ means a signifi-11 cant change to any of the following: 12 ‘‘(A) Strategic guidance that results in 13 changes to theater campaign plans or 14 warfighting scenarios.,a signifi-11,explicit,ca,prohibition,change,,,True,10 ‘‘(2) The term ‘covered event’ means a signifi-11 cant change to any of the following: 12 ‘‘(A) Strategic guidance that results in 13 changes to theater campaign plans or 14 warfighting scenarios.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
03807803a9187364,12626,"11 (a) I N GENERAL.—Not later than 90 days after the 12 date of the enactment of this Act, the Inspector General 13 of the Department of Defense shall conduct an assessment 14 of the impacts resulting from the Navy’s suspension in 15 2016 of the Accelerated Promotion Program (in this sec-16 tion referred to as the ‘‘APP’’).",the Inspector General 13 of the Department of Defense,explicit,shall,obligation,conduct an assessment 14 of the impacts resulting from the Navy ’s suspension,later than 90 days after the 12 date of the enactment of this Act|in 15 2016 of the Accelerated Promotion Program,assessment,True,"11 (a) I N GENERAL.—Not later than 90 days after the 12 date of the enactment of this Act, the Inspector General 13 of the Department of Defense shall conduct an assessment 14 of the impacts resulting from the Navy’s suspension in 15 2016 of the Accelerated Promotion Program (in this sec-16 tion referred to as the ‘‘APP’’).",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,0,0,,,,,,
03807803a9187364,15130,"11 (c) M ATTERS INCLUDED.—The review conducted 12 pursuant to subsection (b) shall include the following: 13 (1) Plans for modernizing the covered nuclear 14 systems, including options and recommendations for 15 technical, procedural, and policy measures that could 16 strengthen safeguards, improve the security and reli-17 ability of digital technologies, and prevent cyber-re-18 lated and other risks that could lead to the unau-19 thorized or inadvertent use of nuclear weapons as 20 the result of an accident, misinterpretation, mis-21 calculation, terrorism, unexpected technological 22 breakthrough, or deliberate act.",,implicit,shall,obligation,"include the following : 13 ( 1 ) Plans for modernizing the covered nuclear 14 systems , including options and recommendations for 15 technical , procedural , and policy measures that could 16 strengthen safeguards , improve the security and reli-17 ability of digital technologies , and prevent cyber - re-18 lated and other risks that could lead to the unau-19 thorized or inadvertent use of nuclear weapons as 20 the result of an accident , misinterpretation , mis-21 calculation , terrorism , unexpected technological 22 breakthrough , or deliberate act|conducted 12 pursuant to subsection ( b )","pursuant to subsection (b) shall include the following: 13 (1) Plans for modernizing the covered nuclear 14 systems, including options and recommendations for 15 technical, procedural, and policy measures that could 16 strengthen safeguards, improve the security and reli-17 ability of digital technologies, and prevent cyber-re-18 lated and other risks that could lead to the unau-19 thorized or inadvertent use of nuclear weapons as 20 the result of an accident, misinterpretation, mis-21 calculation, terrorism, unexpected technological 22 breakthrough, or deliberate act.",systems,True,"11 (c) M ATTERS INCLUDED.—The review conducted 12 pursuant to subsection (b) shall include the following: 13 (1) Plans for modernizing the covered nuclear 14 systems, including options and recommendations for 15 technical, procedural, and policy measures that could 16 strengthen safeguards, improve the security and reli-17 ability of digital technologies, and prevent cyber-re-18 lated and other risks that could lead to the unau-19 thorized or inadvertent use of nuclear weapons as 20 the result of an accident, misinterpretation, mis-21 calculation, terrorism, unexpected technological 22 breakthrough, or deliberate act.",rule_candidate,information,choice|information|scope,3,0,0,1,1,1,0,0,0,0,,,,,,
03807803a9187364,17776,"number of covered employees whose se-17 curity clearance was revoked during the year prior 18 to the year in which the notification is made; and 19 ‘‘(2) for each employee counted under para-20 graph (1), the length of time such employee has 21 been employed at the Administration, as the case 22 may be, since such revocation.",the case 22,explicit,may,permission,be,,,True,"number of covered employees whose se-17 curity clearance was revoked during the year prior 18 to the year in which the notification is made; and 19 ‘‘(2) for each employee counted under para-20 graph (1), the length of time such employee has 21 been employed at the Administration, as the case 22 may be, since such revocation.",rule_candidate,information,choice|information,2,0,0,1,1,0,0,0,0,0,,,,,,
03807803a9187364,21633,"Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 1896 Service, require the best possible training at every 1 stage of their careers to prepare them to promote 2 and defend United States national interests and the 3 health and safety of United States citizens abroad; 4 (2) the Department’s investment of time and 5 resources with respect to the training and education 6 of its personnel is considerably below the level of 7 other Federal departments and agencies in the na-8 tional security field, and falls well below the invest-9 ments many allied and adversarial countries make in 10 the development of their diplomats; 11 (3) the Department faces increasingly complex 12 and rapidly evolving challenges, many of which are 13 science and technology-driven, and which demand 14 the continual, high-quality training and education of 15 its personnel; 16 (4) the Department must move beyond reliance 17 on ‘‘on-the-job training’’ and other informal 18 mentorship practices, which lead to an inequality in 19 skillset development and career advancement oppor-20 tunities, often particularly for minority personnel, 21 and towards a robust professional tradecraft train-22 ing continuum that will provide for greater equality 23 in career advancement and increase minority partici-24",16 ( 4 ),explicit,must,obligation,move,"often particularly for minority personnel , 21 and towards a robust professional tradecraft train-22 ing continuum that will provide for greater equality 23 in career advancement and increase minority partici-24",Service,True,"Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 1896 Service, require the best possible training at every 1 stage of their careers to prepare them to promote 2 and defend United States national interests and the 3 health and safety of United States citizens abroad; 4 (2) the Department’s investment of time and 5 resources with respect to the training and education 6 of its personnel is considerably below the level of 7 other Federal departments and agencies in the na-8 tional security field, and falls well below the invest-9 ments many allied and adversarial countries make in 10 the development of their diplomats; 11 (3) the Department faces increasingly complex 12 and rapidly evolving challenges, many of which are 13 science and technology-driven, and which demand 14 the continual, high-quality training and education of 15 its personnel; 16 (4) the Department must move beyond reliance 17 on ‘‘on-the-job training’’ and other informal 18 mentorship practices, which lead to an inequality in 19 skillset development and career advancement oppor-20 tunities, often particularly for minority personnel, 21 and towards a robust professional tradecraft train-22 ing continuum that will provide for greater equality 23 in career advancement and increase minority partici-24",rule_candidate,aggregation,aggregation|choice|position,3,0,1,1,0,0,1,0,0,0,,,,,,
03807803a9187364,22003,"25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 01936 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 1937 (b) APPEAL OF ASSIGNMENT RESTRICTION OR PRE-1 CLUSION.—Subsection (a) of section 414 of the Depart-2 ment of State Authorities Act, Fiscal Year 2017 (22 3 U.S.C. 2734c(a)) is amended by adding at the end the 4 following new sentences: ‘‘Such right and process shall en-5 sure that any employee subjected to an assignment restric-6 tion or preclusion shall have the same appeal rights as 7 provided by the Department regarding denial or revocation 8 of a security clearance.",the 4 following new sentences : ‘ ‘ Such right and process,explicit,shall,obligation,en-5,,,True,"25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 01936 Fmt 6652 Sfmt 6201 C:\\USERS\\HCROSS\\APPDATA\\ROAMING\\SOFTQUAD\\XMET AL\\11.0\\GEN\\C\\RCP.XML H December 7, 2021 (10:22 a.m.) G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 1937 (b) APPEAL OF ASSIGNMENT RESTRICTION OR PRE-1 CLUSION.—Subsection (a) of section 414 of the Depart-2 ment of State Authorities Act, Fiscal Year 2017 (22 3 U.S.C. 2734c(a)) is amended by adding at the end the 4 following new sentences: ‘‘Such right and process shall en-5 sure that any employee subjected to an assignment restric-6 tion or preclusion shall have the same appeal rights as 7 provided by the Department regarding denial or revocation 8 of a security clearance.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,0,0,,,,,,
