corpus,sample_bucket_primary,doc_id,chunk_id,sentence_text,a_raw_text,a_class,d_surface,d_class,i_phrase_text,c_texts,b_text,o_local_present,o_local_text,statement_type_candidate,iad_rule_type_primary,iad_rule_type_hits,iad_rule_type_n_hits,iad_boundary,iad_position,iad_choice,iad_information,iad_scope,iad_aggregation,iad_payoff,manual_keep_as_rule,manual_primary_rule_type,manual_secondary_rule_types,manual_agrees_with_model,manual_confidence,manual_notes,manual_reviewer
Full corpus,information,816f979923541208,238989,"(B) C OVERAGE.—The demonstrations and assessment required under subparagraph (A) shall include— (i) at least three demonstrations of the use of a cov- ered technology to create, under constrained schedules and budgets, novel kill chains involving previously in- compatible weapon systems, sensors, and command, control, and communication systems from multiple military services in cooperation with United States Indo-Pacific Command or United States European Command; (ii) an evaluation as to whether the communica- tions enabled via a covered technology are sufficient for military missions and whether such technology results in any substantial performance loss in communication between systems, major subsystems, and major compo- nents; (iii) an evaluation as to whether a covered tech- nology obviates the need to develop, impose, and main- tain strict adherence to common communication and interface standards for weapon systems; (iv) the appropriate roles and responsibilities of the Chief Information Officer of the Department of Defense, the Under Secretary of Defense for Acquisition and Sustainment, the heads of the combatant commands, the Secretaries concerned, the Defense Advanced Re- search Projects Agency, and the defense industrial base in using and maintaining a covered technology to gen- erate diverse and",( B ) C OVERAGE.—The demonstrations and assessment required under subparagraph ( A ),explicit,shall,obligation,include i,,assessment,True,"(B) C OVERAGE.—The demonstrations and assessment required under subparagraph (A) shall include— (i) at least three demonstrations of the use of a cov- ered technology to create, under constrained schedules and budgets, novel kill chains involving previously in- compatible weapon systems, sensors, and command, control, and communication systems from multiple military services in cooperation with United States Indo-Pacific Command or United States European Command; (ii) an evaluation as to whether the communica- tions enabled via a covered technology are sufficient for military missions and whether such technology results in any substantial performance loss in communication between systems, major subsystems, and major compo- nents; (iii) an evaluation as to whether a covered tech- nology obviates the need to develop, impose, and main- tain strict adherence to common communication and interface standards for weapon systems; (iv) the appropriate roles and responsibilities of the Chief Information Officer of the Department of Defense, the Under Secretary of Defense for Acquisition and Sustainment, the heads of the combatant commands, the Secretaries concerned, the Defense Advanced Re- search Projects Agency, and the defense industrial base in using and maintaining a covered technology to gen- erate diverse and",rule_candidate,information,choice|information|position|scope,4,0,1,1,1,1,0,0,,,,,,,
Full corpus,information,f3b36cc9109353a5,465377,"In compliance with the provisions of article 245 in relation to 345 of the General Law of Public Administration, it is reported that this resolution may be challenged by ordinary appeals and revocation, as well as by extraordinary appeals.",this resolution,explicit,may,permission,challenged,,,True,"In compliance with the provisions of article 245 in relation to 345 of the General Law of Public Administration, it is reported that this resolution may be challenged by ordinary appeals and revocation, as well as by extraordinary appeals.",rule_candidate,information,choice|information,2,0,0,1,1,0,0,0,,,,,,,
Full corpus,information,6e50bb42a7856f81,202577,"Notify the above to Heilyn Yasuri Durán Mora, who is warned that he must designate a home or office to receive future notifications, with the warning that if he does not do so, subsequent resolutions that are issued will be considered notified twenty-four hours after they are issued, the same consequence will apply, if the place is imprecise, uncertain or no longer exists, against this resolution the remedies of revocation and appeal may be filed, which must be filed within three business days following its notification, being the responsibility of this local office to resolve the revocation, the appeal will correspond to the executive presidency of the institution.",he,explicit,must,obligation,designate a home or office|apply,"after they are issued|if the place is imprecise , uncertain or no longer exists , against this resolution the remedies of revocation and appeal may be filed , which must be filed within three business days following its notification ,",,True,"Notify the above to Heilyn Yasuri Durán Mora, who is warned that he must designate a home or office to receive future notifications, with the warning that if he does not do so, subsequent resolutions that are issued will be considered notified twenty-four hours after they are issued, the same consequence will apply, if the place is imprecise, uncertain or no longer exists, against this resolution the remedies of revocation and appeal may be filed, which must be filed within three business days following its notification, being the responsibility of this local office to resolve the revocation, the appeal will correspond to the executive presidency of the institution.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Full corpus,information,33049643637ebaab,127932,"To ensure access of domestic developers of AI systems to the necessary data, unified procedures for converting restricted data should be developed and enshrined in standards. to the open view, guaranteed to exclude the possibility of violation confidentiality of information; data processing in AI systems may result in the level of confidentiality of the processing results exceeding the level of confidentiality of the original data.",restricted data,explicit,should,obligation,developed|enshrined,,AI systems,True,"To ensure access of domestic developers of AI systems to the necessary data, unified procedures for converting restricted data should be developed and enshrined in standards. to the open view, guaranteed to exclude the possibility of violation confidentiality of information; data processing in AI systems may result in the level of confidentiality of the processing results exceeding the level of confidentiality of the original data.",rule_candidate,information,choice|information|scope,3,0,0,1,1,1,0,0,,,,,,,
Full corpus,information,6e50bb42a7856f81,202249,"You are also hereby informed that the ordinary appeals for revocation with subsidiary appeal may be lodged against this resolution, which must be filed before this Legal Representation within the third business day following the third publication of this edict, with the revocation appeal being heard by this Legal Representation and the appeal by the Executive Presidency of this institution, with the understanding that if you do so outside of said term, the appeal becomes inadmissible.",the ordinary appeals for revocation with subsidiary appeal,explicit,may,permission,lodged,"if you do so outside of|with the revocation appeal being heard by this Legal Representation and the appeal by the Executive Presidency of this institution , with the understanding that if you do so outside of said term",,True,"You are also hereby informed that the ordinary appeals for revocation with subsidiary appeal may be lodged against this resolution, which must be filed before this Legal Representation within the third business day following the third publication of this edict, with the revocation appeal being heard by this Legal Representation and the appeal by the Executive Presidency of this institution, with the understanding that if you do so outside of said term, the appeal becomes inadmissible.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Full corpus,aggregation,56042fdd4168152b,177311,"The proposed changes in stakeholder consultation can bring positive results in terms of lifti ng the burden on respondents, but are unlikely to solve the problem of representation.",The proposed changes in stakeholder consultation,explicit,can,permission,bring positive results,in terms of lifti ng the burden on respondents,,True,"The proposed changes in stakeholder consultation can bring positive results in terms of lifti ng the burden on respondents, but are unlikely to solve the problem of representation.",rule_candidate,aggregation,aggregation|choice,2,0,0,1,0,0,1,0,,,,,,,
Full corpus,aggregation,bd84e63f5b622b73,376887,"(94) Where a data prote ction impact assessment indicates that the processing w ould, in the absence of safeg uards, secur ity measures and mechanisms to mitig ate the r isk, result in a high r isk to the r ights and freedoms of natural persons and the controller is of the opinion that the r isk cannot be mitig ated by reasonable means in term s of av ailable te chnologies and costs of im plementation, the super visor y author ity should be consult ed pr",the r isk,explicit,can,prohibition,be,,data,True,"(94) Where a data prote ction impact assessment indicates that the processing w ould, in the absence of safeg uards, secur ity measures and mechanisms to mitig ate the r isk, result in a high r isk to the r ights and freedoms of natural persons and the controller is of the opinion that the r isk cannot be mitig ated by reasonable means in term s of av ailable te chnologies and costs of im plementation, the super visor y author ity should be consult ed pr",rule_candidate,aggregation,aggregation|choice|information|position,4,0,1,1,1,0,1,0,,,,,,,
Full corpus,aggregation,e320879b4f7a304e,431938,"To accelerate adoption of AI in telecom sector, should industry train their AI models by fine -tuning or deriving from large foundational models?",industry,explicit,should,obligation,train their AI models|deriving,,AI models,True,"To accelerate adoption of AI in telecom sector, should industry train their AI models by fine -tuning or deriving from large foundational models?",rule_candidate,aggregation,aggregation|choice|payoff,3,0,0,1,0,0,1,1,,,,,,,
Full corpus,aggregation,14ad78141c72ae5d,71806,"‘‘(B) C RITERIA.—In determining the amount of an award made under subsection (b), the Secretary shall take into consideration— ‘‘(i) the significance of the information provided by the whistleblower to the success of the covered judicial or administrative action; ‘‘(ii) the degree of assistance provided by the whistleblower and any legal representative of the whistleblower in a covered judicial or administrative action; ‘‘(iii) the programmatic interest of the Department of the Treasury in deterring violations of this sub- chapter and subchapter III by making awards to whistleblowers who provide information that lead to the successful enforcement of either such subchapter; and ‘‘(iv) such additional relevant factors as the Sec- retary, in consultation with the Attorney General, may establish by rule or regulation. ‘‘(2) D ENIAL OF AWARD .—No award under subsection (b) may be made— ‘‘(A) to any whistleblower who is, or was at the time the whistleblower acquired the original information sub- mitted to the Secretary or the Attorney General, as applicable, a member, officer, or employee— ‘‘(i) of— ‘‘(I) an appropriate regulatory or banking agency; ‘‘(II) the Department of the Treasury or the Department of Justice; or ‘‘(III) a law enforcement agency; and ‘‘(ii) acting in the normal course of the job duties of the whistleblower; ‘‘(B) to any whistleblower who is convicted of a criminal violation related to the judicial or administrative action for which the whistleblower otherwise could receive an award under this section; or ‘‘(C) to any whistleblower who fails to submit informa- tion to the Secretary or the Attorney General, as applicable, H. R. 6395—1213 in such form as the Secretary, in consultation with the Attorney General, may, by rule, require.",‘ ‘ ( B ) C RITERIA.—In determining the amount of an award made under subsection ( b ),explicit,shall,obligation,take ( i )|establish|made,,,True,"‘‘(B) C RITERIA.—In determining the amount of an award made under subsection (b), the Secretary shall take into consideration— ‘‘(i) the significance of the information provided by the whistleblower to the success of the covered judicial or administrative action; ‘‘(ii) the degree of assistance provided by the whistleblower and any legal representative of the whistleblower in a covered judicial or administrative action; ‘‘(iii) the programmatic interest of the Department of the Treasury in deterring violations of this sub- chapter and subchapter III by making awards to whistleblowers who provide information that lead to the successful enforcement of either such subchapter; and ‘‘(iv) such additional relevant factors as the Sec- retary, in consultation with the Attorney General, may establish by rule or regulation. ‘‘(2) D ENIAL OF AWARD .—No award under subsection (b) may be made— ‘‘(A) to any whistleblower who is, or was at the time the whistleblower acquired the original information sub- mitted to the Secretary or the Attorney General, as applicable, a member, officer, or employee— ‘‘(i) of— ‘‘(I) an appropriate regulatory or banking agency; ‘‘(II) the Department of the Treasury or the Department of Justice; or ‘‘(III) a law enforcement agency; and ‘‘(ii) acting in the normal course of the job duties of the whistleblower; ‘‘(B) to any whistleblower who is convicted of a criminal violation related to the judicial or administrative action for which the whistleblower otherwise could receive an award under this section; or ‘‘(C) to any whistleblower who fails to submit informa- tion to the Secretary or the Attorney General, as applicable, H. R. 6395—1213 in such form as the Secretary, in consultation with the Attorney General, may, by rule, require.",rule_candidate,aggregation,aggregation|choice|information|position,4,0,1,1,1,0,1,0,,,,,,,
Full corpus,aggregation,c48953e5af5e14af,394330,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",which,explicit,may,permission,result|remove more diverse views,in the adoption of dominant ideas,,True,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",rule_candidate,aggregation,aggregation|choice|position,3,0,1,1,0,0,1,0,,,,,,,
Full corpus,aggregation,14ad78141c72ae5d,54580,"(a) REPORTS REQUIRED.—Not later than 90 days after the date of the enactment of this Act, and not later than 120 days after the end of each fiscal years 2021, 2022, and 2023, the Secretary of Defense, after consultation with the Secretary of each military department, shall submit to Congress a report that describes the following: (1) The ways in which the Department of Defense is using incentives under section 9(y)(6)(B) of the Small Business Act (15 U.S.C. 638(y)(6)(B)) to increase the number of Phase II SBIR contracts that lead to","2023 , the Secretary of Defense , after consultation with the Secretary of each military department ,",explicit,shall,obligation,submit a report that describes the following : ( 1 ) The ways in which the Department of Defense is using incentives under section 9(y)(6)(B ) of the Small Business Act ( 15 U.S.C. 638(y)(6)(B ) ) to increase the number of Phase II SBIR contracts that lead to,,,True,"(a) REPORTS REQUIRED.—Not later than 90 days after the date of the enactment of this Act, and not later than 120 days after the end of each fiscal years 2021, 2022, and 2023, the Secretary of Defense, after consultation with the Secretary of each military department, shall submit to Congress a report that describes the following: (1) The ways in which the Department of Defense is using incentives under section 9(y)(6)(B) of the Small Business Act (15 U.S.C. 638(y)(6)(B)) to increase the number of Phase II SBIR contracts that lead to",rule_candidate,aggregation,aggregation|choice|information|payoff|position,5,0,1,1,1,0,1,1,,,,,,,
Full corpus,aggregation,443da0a74e1a0019,150349,"to invest in education and other reforms in order to improve reallocation of the types of skills that the workers of tomorrow will need; K. whereas in the face of increasing divisions in society, with a shrinking middle class, it is important to bear in mind that developing robotics may lead to a high concentration of wealth and influence in the hands of a minority; L. whereas the development of robotics and AI will definitely influence the landscape of the workplace what may create new liability concerns and eliminate others; whereas the legal responsibility need to be clarified from both business sight model, as well as the workers design pattern, in case emergencies or problems occur; M. whereas the trend towards automation requires that those involved in the development and commercialisation of AI applications build in security and ethics at the outset, thereby recognizing that they must be prepared to accept legal liability for the quality of the technology they produce; N. whereas Regulation (EU) 2016/679 of the European Parliament and of the Council1 (the General Data Protection Regulation) sets out a legal framework to protect personal data; whereas further aspects of data access and the protection of personal data and privacy might still need to be addressed, given that privacy concerns might still arise from applications and appliances communicating with each other and with databases without human intervention; O. whereas the developments in robotics and AI can and should be designed in such a way that they preserve the dignity, autonomy and self-determination of the individual, especially in the fields of human care and companionship, and in the context of medical appliances, 'repairing' or enhancing human beings; P. whereas ultimately there is a possibility that in the long-term, AI could surpass human intellectual capacity; Q. whereas further development and increased use of automated and algorithmic decision- making undoubtedly has an impact on the choices that a private person (such as a business or an internet user) and an administrative, judicial or other public authority take in rendering their final decision of a consumer, business or authoritative nature; whereas safeguards and the possibility of human control and verification need to be built into the process of automated and algorithmic decision-making; R. whereas several foreign jurisdictions, such as the US, Japan, China and South Korea, are considering, and to a certain extent",developing robotics,explicit,may,permission,lead,,model,True,"to invest in education and other reforms in order to improve reallocation of the types of skills that the workers of tomorrow will need; K. whereas in the face of increasing divisions in society, with a shrinking middle class, it is important to bear in mind that developing robotics may lead to a high concentration of wealth and influence in the hands of a minority; L. whereas the development of robotics and AI will definitely influence the landscape of the workplace what may create new liability concerns and eliminate others; whereas the legal responsibility need to be clarified from both business sight model, as well as the workers design pattern, in case emergencies or problems occur; M. whereas the trend towards automation requires that those involved in the development and commercialisation of AI applications build in security and ethics at the outset, thereby recognizing that they must be prepared to accept legal liability for the quality of the technology they produce; N. whereas Regulation (EU) 2016/679 of the European Parliament and of the Council1 (the General Data Protection Regulation) sets out a legal framework to protect personal data; whereas further aspects of data access and the protection of personal data and privacy might still need to be addressed, given that privacy concerns might still arise from applications and appliances communicating with each other and with databases without human intervention; O. whereas the developments in robotics and AI can and should be designed in such a way that they preserve the dignity, autonomy and self-determination of the individual, especially in the fields of human care and companionship, and in the context of medical appliances, 'repairing' or enhancing human beings; P. whereas ultimately there is a possibility that in the long-term, AI could surpass human intellectual capacity; Q. whereas further development and increased use of automated and algorithmic decision- making undoubtedly has an impact on the choices that a private person (such as a business or an internet user) and an administrative, judicial or other public authority take in rendering their final decision of a consumer, business or authoritative nature; whereas safeguards and the possibility of human control and verification need to be built into the process of automated and algorithmic decision-making; R. whereas several foreign jurisdictions, such as the US, Japan, China and South Korea, are considering, and to a certain extent",rule_candidate,aggregation,aggregation|choice|payoff|position|scope,5,0,1,1,0,1,1,1,,,,,,,
Full corpus,aggregation,f12191ce5842c0db,460288,"In the event of non-compliance with the principle of ""do no significant harm"" or with the conditions set out in the Component and in the Annex to the Council Implementing Decision on the approval of the evaluation of Spain's recovery and resilience plan, the beneficiary entity must reimburse the amounts received.",the beneficiary entity,explicit,must,obligation,reimburse the amounts received,"In the event of non - compliance with the principle of "" do no significant harm "" or with the conditions set out in the Component and in the Annex to the Council Implementing Decision on the approval of the evaluation of Spain 's recovery and resilience plan",,True,"In the event of non-compliance with the principle of ""do no significant harm"" or with the conditions set out in the Component and in the Annex to the Council Implementing Decision on the approval of the evaluation of Spain's recovery and resilience plan, the beneficiary entity must reimburse the amounts received.",rule_candidate,aggregation,aggregation|choice|information|position,4,0,1,1,1,0,1,0,,,,,,,
Full corpus,payoff,da5404dbb584c895,422836,"The 7-core principles of data protection and privacy – informed consent, technology agnosticism, data controller accountability, data minimisation, holistic application, deterrent penalties and structured enforcement – are quite comprehensive and should provide a strong privacy protection regime in the country once enacted.",,implicit,should,obligation,provide a strong privacy protection regime,in the country,data,True,"The 7-core principles of data protection and privacy – informed consent, technology agnosticism, data controller accountability, data minimisation, holistic application, deterrent penalties and structured enforcement – are quite comprehensive and should provide a strong privacy protection regime in the country once enacted.",rule_candidate,payoff,choice|payoff|position,3,0,1,1,0,0,0,1,,,,,,,
Full corpus,payoff,2917c92e35cef4cb,120332,"This concern was also raised by the Women and Equalities Committee in their report “Enforcing the Equality Act: the law and the role of the Equality and Human Rights”, which stated: As public bodies all enforcement bodies should be using their powers to secure compliance with the Equality Act 2010 in the areas for which they are responsible.",all enforcement bodies,explicit,should,obligation,using their powers,,,True,"Such bodies are far better placed than the Equality and Human Rights Commission could ever be to combat the kind of routine, systemic, discrimination matters where the legal requirements are clear and employers, service providers and public authorities are simply ignoring them because there is no realistic expectation of sanction.[footnote 186]” Consumer facing regulators such as the FCA, Ofgem and CMA also need to ensure fair treatment for vulnerable customers within their remit.",rule_candidate,payoff,choice|information|payoff|position,4,0,1,1,1,0,0,1,,,,,,,
Full corpus,payoff,11e180870923f314,44033,"The steps companies should take in their terms of service to make clear what constitutes disinformation, the expectations they have of users, and the penalties for violating those terms of service.",The steps companies,explicit,should,obligation,take in their terms of service,,service,True,"The steps companies should take in their terms of service to make clear what constitutes disinformation, the expectations they have of users, and the penalties for violating those terms of service.",rule_candidate,payoff,choice|payoff|position,3,0,1,1,0,0,0,1,,,,,,,
Full corpus,payoff,6e50bb42a7856f81,203579,"to the imposition of a fine of 5 to 10 times the value of the damage caused or the equivalent of 5 to 20 minimum wages established in Law 7337 of May 5, 1993, in the event that the damage cannot be proven.",the damage,explicit,can,prohibition,proven,,,True,"to the imposition of a fine of 5 to 10 times the value of the damage caused or the equivalent of 5 to 20 minimum wages established in Law 7337 of May 5, 1993, in the event that the damage cannot be proven.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Full corpus,payoff,1331c9176233b177,47851,"If damage is caused resulting from characteristic of a thing constituting a major source of danger or from an extremely dange rous activity, the person who manages the source of the danger shall be liable for causing the damage regardless of his or her culpability.",the person who manages the source of the danger,explicit,shall,obligation,be,If damage is caused resulting from characteristic of a thing constituting a major source of danger or from an extremely dange rous activity,,True,"If damage is caused resulting from characteristic of a thing constituting a major source of danger or from an extremely dange rous activity, the person who manages the source of the danger shall be liable for causing the damage regardless of his or her culpability.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Full corpus,payoff,a796e2d0119e2b91,348301,"If an error has occurred in a decision-making that cannot be proven to be due to the error or negligence of an individual employee, the public entity is nevertheless liable for the damage. other circumstances.",that,explicit,can,prohibition,proven,If an error has occurred in a decision - making that can not be proven to be due to the error or negligence of an individual employee,,True,"If an error has occurred in a decision-making that cannot be proven to be due to the error or negligence of an individual employee, the public entity is nevertheless liable for the damage. other circumstances.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Full corpus,payoff,bba630444b3278e8,374827,"Non-compliance with the prohibition of the AI practices refe r red to in Ar ticle 5 shall be subject t o administrative fine s of up t o EUR 35 000 000 or , if the offe nder is an under taking, up t o 7 % of its to tal wo rldwide annual tur nover f or the preceding fi nancial y ear , whichever is higher .",Non,explicit,shall,obligation,be,"if the offe nder is an under taking , up t o 7 % of its",,True,"Non-compliance with the prohibition of the AI practices refe r red to in Ar ticle 5 shall be subject t o administrative fine s of up t o EUR 35 000 000 or , if the offe nder is an under taking, up t o 7 % of its to tal wo rldwide annual tur nover f or the preceding fi nancial y ear , whichever is higher .",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Full corpus,payoff,1331c9176233b177,48152,"- Fault: For sports or leisure associations to be held liable for damage caused by their members in the course of the activity they are responsible for organising, directing and controlling, a fault must have been committed by the member who caused the harmful act (Cass.",a fault,explicit,must,obligation,committed,"For sports or leisure associations to be held liable for damage caused by their members in the course of the activity they are responsible for organising , directing and controlling",,True,"- Fault: For sports or leisure associations to be held liable for damage caused by their members in the course of the activity they are responsible for organising, directing and controlling, a fault must have been committed by the member who caused the harmful act (Cass.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Full corpus,scope,2d709454dc8ae35d,123989,"3 Pursuant to Article 38 of the Law on the Planning System of the Republic of Serbia (“Official Gazette of the RS”, No. 30/18), the Government adopts The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020-2025 1 Introduction The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020 -2025 (hereinafter: Strategy) defines objectives and measures for the development of artificial intelligence whose implementation should result in economic growth, improvement of public services, advancement of scientific staff, and development of skills for the jobs of the future.",whose implementation,explicit,should,obligation,result,"Pursuant to Article 38 of the Law on the Planning System of the Republic of Serbia (“Official Gazette of the RS”, No. 30/18), the Government adopts The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020-2025 1 Introduction The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020 -2025 (hereinafter: Strategy) defines objectives and measures for the development of artificial intelligence whose implementation should result in economic growth, improvement of public services, advancement of scientific staff, and development of skills for the jobs of the future.|in economic growth , improvement of public services , advancement of scientific staff , and development of skills for the jobs of the future",System,True,"3 Pursuant to Article 38 of the Law on the Planning System of the Republic of Serbia (“Official Gazette of the RS”, No. 30/18), the Government adopts The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020-2025 1 Introduction The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020 -2025 (hereinafter: Strategy) defines objectives and measures for the development of artificial intelligence whose implementation should result in economic growth, improvement of public services, advancement of scientific staff, and development of skills for the jobs of the future.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,ca8838cad7518d18,401810,"Block personal data once the retention period has expired, to limit its use, exclusively and only if necessary, to determine responsibilities in relation to its The LFPDPPP must delete personal data related to non-compliance with contractual obligations, after blocking it, once a period of 72 months has elapsed, counting from the date on which the non- compliance occurs.",,implicit,must,obligation,delete|expired|determine responsibilities in relation|elapsed,after blocking it,personal data,True,"Block personal data once the retention period has expired, to limit its use, exclusively and only if necessary, to determine responsibilities in relation to its The LFPDPPP must delete personal data related to non-compliance with contractual obligations, after blocking it, once a period of 72 months has elapsed, counting from the date on which the non- compliance occurs.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,c205f26c583c71df,387557,Data analysis or automated decision making must not result in outcomes that lead to discrimination as defned in the Equality Act 2010.,Data analysis or automated decision making,explicit,must,prohibition,result,in outcomes that lead to discrimination as defned in the Equality Act 2010,Data,True,Data analysis or automated decision making must not result in outcomes that lead to discrimination as defned in the Equality Act 2010.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,1fec5937dd3444ee,102464,"turn bias, which can eventually result in infringements of the fundamental rights of individuals or purely incorrect conclusions or false outcomes; believes, therefore, that it is important in the age of big data to ensure that algorithms are trained on representative samples of high- quality data in order to achieve statistical parity; emphasises that even if accurate high- quality data is used, predictive analysis based on AI can only offer a statistical probability; recalls that, under the GDPR, the further processing of personal data for statistical purposes, including AI training, may only result in aggregate data which cannot be re-applied to individuals; 178.",which,explicit,can,permission,result,even if accurate high- quality data is used|in infringements of the fundamental rights of individuals or purely incorrect conclusions or false outcomes,data,True,"turn bias, which can eventually result in infringements of the fundamental rights of individuals or purely incorrect conclusions or false outcomes; believes, therefore, that it is important in the age of big data to ensure that algorithms are trained on representative samples of high- quality data in order to achieve statistical parity; emphasises that even if accurate high- quality data is used, predictive analysis based on AI can only offer a statistical probability; recalls that, under the GDPR, the further processing of personal data for statistical purposes, including AI training, may only result in aggregate data which cannot be re-applied to individuals; 178.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,b65606757c214256,366644,"Furthermore, cross-sector activities should prove domain independent, while cross-domain deployment will lead to the setting of standards.",cross - sector activities,explicit,should,obligation,prove,while cross - domain deployment will lead to the setting of standards,,True,"Furthermore, cross-sector activities should prove domain independent, while cross-domain deployment will lead to the setting of standards.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,0d100d513136adfa,39029,2. Individuals or organisations receiving the data pursuant to paragraph 1 shall act on a not-f or -profit basis or in the conte xt of a public-interest mission recognised in U nion or national la w .,Individuals or organisations receiving the data pursuant to paragraph 1,explicit,shall,obligation,act,pursuant to paragraph 1 shall act on a not-f or -profit basis or in the conte xt of a public-interest mission recognised in U nion or national la w .,data,True,They shall not include org anisations upon which commercial under takings ha ve a signif icant inf luence whic h is lik ely to result in prefe rential access to the results of the research.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,2917c92e35cef4cb,119199,"If an algorithm is introduced to replace a human decision system, the bias mitigation strategy should be designed to result in fairer outcomes and a reduction in unwarranted differences between groups.",the bias mitigation strategy,explicit,should,obligation,designed,If an algorithm is introduced to replace a human decision system,algorithm,True,"If an algorithm is introduced to replace a human decision system, the bias mitigation strategy should be designed to result in fairer outcomes and a reduction in unwarranted differences between groups.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Full corpus,scope,f832f3024543ddf3,470143,Content that may lead to specifically identifying Data Subject once the purpose of Collection is achieved shall be avoided.,that,explicit,may,permission,lead,,Data,True,Content that may lead to specifically identifying Data Subject once the purpose of Collection is achieved shall be avoided.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,boundary,e3ecaabddf6e321f,e3ecaabddf6e321f_00123,"For mal non-compliance 1. Where the marke t sur veillance author ity of a Member State mak es one of the f ollo wing findings, it shall require the relevant manuf acturer to put an end to the non-com pliance concer ned: (a) the CE marking has been affixed in violation of Ar ticles 29 and 30; (b) the CE marking has not been aff ix ed; (c) the EU declaration of conf or mity has not been dra wn up; (d) the EU declaration of conf or mity has not been dra wn up cor rectly ; (e) the identifi cation number of the notif ied body which is in v olved in",it,explicit,shall,obligation,require the relevant manuf acturer|ned,For mal non - compliance 1 . Where the marke t sur veillance author ity of a Member State mak es one of the f ollo wing findings,,True,"For mal non-compliance 1. Where the marke t sur veillance author ity of a Member State mak es one of the f ollo wing findings, it shall require the relevant manuf acturer to put an end to the non-com pliance concer ned: (a) the CE marking has been affixed in violation of Ar ticles 29 and 30; (b) the CE marking has not been aff ix ed; (c) the EU declaration of conf or mity has not been dra wn up; (d) the EU declaration of conf or mity has not been dra wn up cor rectly ; (e) the identifi cation number of the notif ied body which is in v olved in",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,,,,,,,
Education-relevant,boundary,e3ecaabddf6e321f,e3ecaabddf6e321f_00061,"(122) Member States should examine, taking into account national circumstances, the possibility of using the revenues from the penalties as provided f or in this Regulation or their fi nancial equivalent to suppor t cybersecur ity policies and increase the level of cybersecur ity in the Uni on by , inter alia, increasing the number of qualified cybersecur ity prof essionals, strengthening capacity building f or microenterp r ises and small and medium-sized ent er pr ises and im proving public aw areness of cyber threats.",Member States,explicit,should,obligation,examine,,,True,"(122) Member States should examine, taking into account national circumstances, the possibility of using the revenues from the penalties as provided f or in this Regulation or their fi nancial equivalent to suppor t cybersecur ity policies and increase the level of cybersecur ity in the Uni on by , inter alia, increasing the number of qualified cybersecur ity prof essionals, strengthening capacity building f or microenterp r ises and small and medium-sized ent er pr ises and im proving public aw areness of cyber threats.",rule_candidate,boundary,boundary|choice|payoff,3,1,0,1,0,0,0,1,,,,,,,
Education-relevant,boundary,0fc6dc95f77e104c,0fc6dc95f77e104c_00024,"The applicant entities must provide in the application the documentation related to compliance with the requirements established in article 8, and must also specify the amount of the subsidy requested, which may not exceed the maximum amount set for each beneficiary in article 11.1. 8.",The applicant entities,explicit,must,obligation,provide 8|specify the amount of the subsidy requested|exceed the maximum amount set for each beneficiary in article 11.1,in the application the documentation related to compliance with the requirements established in article 8,,True,"The lack of sufficient representation, if not corrected, will result in the document in question being deemed not to have been submitted, with the resulting effects on the continuation of the procedure.",rule_candidate,boundary,boundary|choice|information|payoff,4,1,0,1,1,0,0,1,,,,,,,
